acc,auc,loss,prec,recall,val_acc,val_auc,val_loss,val_prec,val_recall,learning_rate
0.6954799890518188,0.7690162658691406,0.5861631035804749,0.6956051588058472,0.6951599717140198,0.7219499945640564,0.848360002040863,0.5879355669021606,0.657221794128418,0.9277999997138977,0.0003000000142492354
0.805649995803833,0.8875976204872131,0.455340713262558,0.8040748834609985,0.8082399964332581,0.8560500144958496,0.9329888820648193,0.3812444806098938,0.8404896259307861,0.8788999915122986,0.0003000000142492354
0.8541399836540222,0.9308116436004639,0.38230809569358826,0.8522519469261169,0.8568199872970581,0.8628000020980835,0.9435582756996155,0.36880284547805786,0.8244500160217285,0.9218999743461609,0.0003000000142492354
0.8885800242424011,0.9552814960479736,0.328357994556427,0.8852667212486267,0.8928800225257874,0.9114000201225281,0.9719153046607971,0.2868485152721405,0.9274730086326599,0.8925999999046326,0.0003000000142492354
0.9089400172233582,0.9690560102462769,0.2912157475948334,0.9047307968139648,0.914139986038208,0.9278500080108643,0.9800010919570923,0.2570059597492218,0.9199960827827454,0.9372000098228455,0.0003000000142492354
0.9245700240135193,0.9778279066085815,0.2636794447898865,0.9209247827529907,0.9289000034332275,0.9343500137329102,0.9841644167900085,0.24494174122810364,0.9528724551200867,0.9139000177383423,0.0003000000142492354
0.9366400241851807,0.9840177893638611,0.24004876613616943,0.9332605600357056,0.9405400156974792,0.9401999711990356,0.9886521100997925,0.23553317785263062,0.9721149802207947,0.9064000248908997,0.0003000000142492354
0.9455500245094299,0.9877357482910156,0.22360444068908691,0.9423386454582214,0.949180006980896,0.9247999787330627,0.9896411299705505,0.2645018994808197,0.9822888374328613,0.8651999831199646,0.0003000000142492354
0.9525200128555298,0.9903372526168823,0.21088841557502747,0.9493743777275085,0.9560199975967407,0.9281499981880188,0.9920347929000854,0.26127657294273376,0.989258348941803,0.8657000064849854,0.0003000000142492354
0.9585300087928772,0.9918794631958008,0.20123358070850372,0.9555506706237793,0.9617999792098999,0.9599499702453613,0.9931566715240479,0.19754113256931305,0.9671914577484131,0.9521999955177307,0.0003000000142492354
0.963100016117096,0.9936289191246033,0.19161461293697357,0.961310088634491,0.9650400280952454,0.9511500000953674,0.9939368367195129,0.21202240884304047,0.9830816984176636,0.9180999994277954,0.0003000000142492354
0.9651299715042114,0.9944756627082825,0.18616296350955963,0.9632307291030884,0.9671800136566162,0.9653000235557556,0.9952570796012878,0.18872949481010437,0.9855979681015015,0.9444000124931335,0.0003000000142492354
0.9682400226593018,0.9952226877212524,0.18037515878677368,0.9664488434791565,0.9701600074768066,0.95660001039505,0.9931709170341492,0.20741352438926697,0.9834815859794617,0.9287999868392944,0.0003000000142492354
0.9708999991416931,0.9958045482635498,0.17525331676006317,0.9688931107521057,0.973039984703064,0.9674500226974487,0.9946044683456421,0.1844065636396408,0.9666566848754883,0.9682999849319458,0.0003000000142492354
0.9810100197792053,0.9978320598602295,0.1566494256258011,0.9799445271492004,0.9821199774742126,0.9729499816894531,0.9976676106452942,0.1724507063627243,0.9925023317337036,0.9531000256538391,0.0001500000071246177
0.983460009098053,0.9982736706733704,0.15158535540103912,0.9821293354034424,0.9848399758338928,0.9787499904632568,0.9976615905761719,0.16001389920711517,0.986880898475647,0.9703999757766724,0.0001500000071246177
0.9848600029945374,0.998512327671051,0.14894282817840576,0.9835447669029236,0.9862200021743774,0.9698500037193298,0.9959225654602051,0.1791074126958847,0.9913207292556763,0.9480000138282776,0.0001500000071246177
0.9890000224113464,0.9990857839584351,0.1405450850725174,0.9882968664169312,0.9897199869155884,0.9851499795913696,0.9984692931175232,0.1478370577096939,0.9866586327552795,0.9836000204086304,7.500000356230885e-05
0.9899600148200989,0.999160885810852,0.13914354145526886,0.9894314408302307,0.9904999732971191,0.9801999926567078,0.9978886246681213,0.157359316945076,0.9931197166442871,0.9671000242233276,7.500000356230885e-05
0.9908999800682068,0.9992917776107788,0.13645243644714355,0.9899005889892578,0.991919994354248,0.9836999773979187,0.997944176197052,0.15147839486598969,0.9910659790039062,0.9761999845504761,7.500000356230885e-05
